,Id,stockiid,buy,sell,blance,Latitude_and_Longitude
694,981D,2330,5764.672250000001,-4555.281000000001,1209.3912499999994,"('23.909834', '120.685531')"
186,585D,2330,8747.0985,-7533.93325,1213.16525,"('24.15961', '120.647311')"
536,920M,2330,3835.215750000001,-2620.57075,1214.6450000000011,"('24.755339', '121.755816')"
734,9835,2330,4141.417500000001,-2899.1595,1242.2580000000007,"('23.95892167', '120.57429326')"
409,845A,2330,4251.061250000002,-3008.236,1242.8252500000008,"('25.080964', '121.590555')"
247,592m,2330,5863.6165,-4615.531250000001,1248.0852499999992,"('23.001228', '120.196273')"
228,592M,2330,5863.6165,-4615.531250000001,1248.0852499999992,"('24.0888889', '120.5379052')"
382,779n,2330,3735.7905,-2486.3655,1249.4250000000004,"('25.051192', '121.563737')"
687,9814,2330,9744.325,-8494.09675,1250.2282499999985,"('22.975911', '120.196181')"
64,116E,2330,9492.7115,-8242.38975,1250.321750000001,"('25.062449', '121.498072')"
85,116e,2330,9492.7115,-8242.38975,1250.321750000001,"('24.83387', '121.019209')"
443,8846,2330,7568.6685,-6304.027749999998,1264.6407500000005,"('25.009761', '121.461171')"
804,989V,2330,3543.5335,-2266.08775,1277.44575,"('25.068216', '121.496242')"
151,5386,2330,2884.16475,-1605.7654999999993,1278.3992500000004,"('24.0799108', '120.5405647')"
270,6162,2330,8919.295750000001,-7628.604000000001,1290.69175,"('25.045826', '121.518127')"
798,989L,2330,8896.300500000001,-7601.7435,1294.5570000000016,"('24.992543', '121.311151')"
69,116J,2330,2814.9265,-1517.505,1297.4214999999995,"('25.019378', '121.479061')"
89,116j,2330,2814.9265,-1517.505,1297.4214999999995,"('24.68636369', '120.91302342')"
494,9187,2330,7371.510250000001,-6061.11775,1310.3925000000008,"('24.0820056', '120.5422723')"
513,918d,2330,7432.767,-6101.94825,1330.8187500000004,"('25.082209', '121.592176')"
500,918D,2330,7432.767,-6101.94825,1330.8187500000004,"('22.991811', '120.211436')"
362,7790,2330,18777.1285,-17443.641749999995,1333.4867500000034,"('25.069593', '121.513931')"
697,981G,2330,4767.192,-3431.152,1336.0400000000004,"('24.0743658', '120.5422267')"
712,981g,2330,4767.192,-3431.152,1336.0400000000004,"('24.105903', '120.680394')"
516,918i,2330,5405.5985,-4069.3055,1336.293,"('24.686649', '120.878307')"
473,9108,2330,5332.10225,-3990.1544999999987,1341.9477500000007,"('25.008473', '121.457926')"
581,9274,2330,3658.3709999999996,-2289.54075,1368.83025,"('22.624735', '120.361391')"
615,9329,2330,2868.40625,-1489.3685,1379.03775,"('23.46398', '120.241453')"
689,9816,2330,9681.94925,-8292.006749999999,1389.942500000001,"('24.813034', '120.974944')"
60,1169,2330,5255.54425,-3850.20575,1405.3384999999996,"('25.092767', '121.525804')"
241,592c,2330,4725.36125,-3319.077750000001,1406.2834999999993,"('24.108168', '120.621674')"
221,592C,2330,4725.36125,-3319.077750000001,1406.2834999999993,"('22.5469699', '120.5356893')"
449,884C,2330,4324.312000000001,-2917.59475,1406.7172500000006,"('25.051738', '121.560185')"
782,9892,2330,4066.099250000001,-2653.22275,1412.8765000000005,"('22.685474', '120.49637')"
663,9677,2330,3797.579,-2381.885500000001,1415.6935,"('25.070324', '121.495199')"
33,104C,2330,8352.23475,-6932.4495,1419.78525,"('22.619648', '120.295414')"
661,9672,2330,5542.8055,-4119.87475,1422.9307500000007,"('23.95892167', '120.57429326')"
271,6163,2330,7786.8047499999975,-6362.657249999998,1424.1474999999994,"('23.01007', '120.232743')"
445,8848,2330,6419.99525,-4992.227999999999,1427.7672500000006,"('23.479352', '120.445054')"
721,981y,2330,7556.282750000001,-6125.0535,1431.2292500000012,"('23.129452', '120.29889')"
810,989d,2330,4818.04375,-3375.418500000001,1442.6252499999994,"('24.169881', '120.68571')"
792,989D,2330,4818.04375,-3375.418500000001,1442.6252499999994,"('22.683768', '120.289237')"
570,9239,2330,5644.67375,-4196.891750000002,1447.7819999999995,"('24.159131', '120.639556')"
245,592i,2330,4639.466750000001,-3183.0225,1456.4442500000007,"('24.270835', '120.576513')"
226,592I,2330,4639.466750000001,-3183.0225,1456.4442500000007,"('23.474342', '120.451913')"
323,700L,2330,7099.48525,-5642.811749999999,1456.6735000000006,"('25.105763', '121.525012')"
189,585H,2330,4671.245999999999,-3213.78725,1457.4587499999993,"('24.992543', '121.311151')"
575,9257,2330,4601.68025,-3144.0725,1457.6077500000006,"('25.077896', '121.375191')"
257,5960,2330,5544.3575,-4083.5827500000014,1460.7747499999987,"('23.9768', '120.681899')"
778,988B,2330,6895.433500000001,-5434.57825,1460.8552500000014,"('25.02354', '121.29599')"
278,6210,2330,4321.445750000001,-2852.42025,1469.0255000000009,"('22.623139', '120.298093')"
529,920A,2330,6286.276250000001,-4813.615250000002,1472.661,"('25.005106', '121.459845')"
713,981h,2330,5050.687000000001,-3574.21475,1476.4722500000007,"('22.669952', '120.491827')"
561,922C,2330,3406.01,-1926.4237500000006,1479.5862499999994,"('22.669771', '120.494499')"
399,8380,2330,5741.09325,-4261.1225,1479.9707500000006,"('22.5892629', '120.3223683')"
211,5921,2330,6855.8055,-5349.5985,1506.2069999999994,"('22.641858', '120.296596')"
828,9A98,2330,5135.03575,-3622.92125,1512.1144999999995,"('25.066177', '121.197136')"
799,989N,2330,10904.7115,-9363.15475,1541.5567500000016,"('25.083297', '121.593043')"
495,9188,2330,9963.013750000002,-8402.54925,1560.464500000002,"('22.64229235', '120.33237471')"
596,9303,2330,6233.606749999999,-4661.30925,1572.2974999999988,"('22.621768', '120.296244')"
80,116X,2330,3050.84425,-1456.21625,1594.6279999999995,"('24.761032', '121.753333')"
94,116x,2330,3050.84425,-1456.21625,1594.6279999999995,"('25.05225', '121.533358')"
819,9A61,2330,3714.03475,-2115.778,1598.25675,"('22.602118', '120.333852')"
565,9234,2330,7315.773000000001,-5705.538000000001,1610.2350000000006,"('24.83357', '121.014308')"
326,700P,2330,61877.48974999999,-60266.437999999995,1611.0517499999914,"('25.052193', '121.538356')"
345,700p,2330,61877.48974999999,-60266.437999999995,1611.0517499999914,"('25.052842', '121.544234')"
134,5266,2330,3499.73725,-1888.6025,1611.1347499999995,"('24.956644', '121.206662')"
320,700I,2330,9424.00875,-7769.227499999999,1654.78125,"('22.628081', '120.292828')"
341,700i,2330,9424.00875,-7769.227499999999,1654.78125,"('25.04116', '121.578782')"
101,126D,2330,4719.1770000000015,-3055.43675,1663.7402500000005,"('22.992309', '120.202775')"
496,9189,2330,6129.148500000001,-4465.1754999999985,1663.9730000000018,"('24.992543', '121.311151')"
452,884F,2330,6350.745000000001,-4647.6225,1703.1225000000013,"('25.00487', '121.30495')"
554,921Y,2330,4788.3035,-3071.3952500000005,1716.9082499999995,"('24.253703', '120.829572')"
342,700j,2330,9109.80325,-7370.444249999999,1739.3590000000022,"('25.033189', '121.542439')"
321,700J,2330,9109.80325,-7370.444249999999,1739.3590000000022,"('24.143359', '120.674131')"
532,920E,2330,6216.6667499999985,-4476.9475,1739.7192499999994,"('22.985636', '120.221667')"
73,116N,2330,7075.672999999998,-5332.471250000001,1743.2017499999974,"('23.02618705', '120.25704901')"
417,845U,2330,12635.901999999998,-10891.728249999998,1744.17375,"('25.053554', '121.544275')"
827,9A97,2330,11253.61325,-9492.17775,1761.4354999999994,"('24.808108', '120.967275')"
616,9331,2330,5519.3125,-3744.533,1774.7795000000006,"('22.624159', '120.357238')"
490,9183,2330,5025.3679999999995,-3231.827,1793.5410000000004,"('22.62306', '120.290961')"
657,9665,2330,5027.95475,-3215.864,1812.09075,"('25.001914', '121.306583')"
572,9254,2330,5565.0305,-3750.93525,1814.09525,"('24.782143', '121.019599')"
67,116H,2330,9000.997749999999,-7171.053750000001,1829.9439999999975,"('24.804306', '120.972705')"
606,9317,2330,3776.388,-1943.6625,1832.7255000000007,"('25.078339', '121.391231')"
729,982C,2330,8718.385000000002,-6883.567000000001,1834.8180000000007,"('22.632481', '120.313094')"
736,9838,2330,6171.306,-4335.75725,1835.54875,"('24.250812', '120.708821')"
842,9A9P,2330,6457.125499999999,-4619.02125,1838.1042499999994,"('24.8279', '121.0101')"
740,983M,2330,4768.443249999998,-2895.012750000001,1873.430499999999,"('24.98857', '121.567189')"
440,8842,2330,9988.685,-8109.3405,1879.3444999999995,"('25.05109393', '121.46041495')"
773,9879,2330,5467.01525,-3584.96725,1882.048,"('25.017671', '121.479069')"
848,9A9X,2330,9075.192999999996,-7167.94475,1907.2482499999976,"('24.80008', '120.989546')"
864,9A9x,2330,9075.192999999996,-7167.94475,1907.2482499999976,"('24.99101', '121.30807')"
769,9873,2330,7987.404,-6053.751750000001,1933.6522499999994,"('25.041973', '121.509065')"
368,779D,2330,6119.619250000002,-4175.8942499999985,1943.7250000000013,"('22.998777', '120.205416')"
796,989I,2330,6694.2745,-4749.771999999999,1944.5025000000005,"('25.083433', '121.469855')"
390,8156,2330,6768.212749999999,-4822.16325,1946.0494999999994,"('22.642782', '120.333546')"
826,9A96,2330,5016.109750000001,-3067.28425,1948.8255000000006,"('25.044386', '121.511544')"
169,5600,2330,6802.65575,-4840.1255,1962.53025,"('25.032433', '121.517011')"
684,980w,2330,6054.544499999999,-4089.0245,1965.5199999999993,"('24.170858', '120.647408')"
747,983i,2330,9502.729,-7533.960000000001,1968.7689999999984,"('24.225154', '120.647701')"
608,9322,2330,4525.167,-2553.07375,1972.09325,"('25.129408', '121.743004')"
852,9A9b,2330,5323.585500000001,-3342.3790000000004,1981.2065000000007,"('23.707378', '120.435953')"
831,9A9B,2330,5323.585500000001,-3342.3790000000004,1981.2065000000007,"('25.002015', '121.510625')"
481,913D,2330,3835.1032499999988,-1838.6542500000005,1996.4489999999992,"('24.214266', '120.701422')"
598,9306,2330,6806.483,-4783.3097499999985,2023.1732500000005,"('22.993327', '120.184382')"
59,1168,2330,4166.9075,-2128.417,2038.4905000000006,"('22.63154', '120.291688')"
497,918A,2330,6827.60825,-4781.709000000002,2045.8992499999995,"('24.955371', '121.226447')"
437,8711,2330,9138.70625,-7080.004750000003,2058.7014999999974,"('25.113827', '121.51186')"
644,9634,2330,9465.966,-7403.080500000001,2062.8854999999994,"('24.684534', '121.770844')"
376,779X,2330,4784.8715,-2719.55075,2065.3207500000008,"('24.988995', '121.511264')"
643,9627,2330,7122.121249999998,-5035.3777500000015,2086.7434999999987,"('25.081614', '121.570074')"
683,980u,2330,5956.74575,-3850.82725,2105.9185,"('22.993814', '120.200371')"
491,9184,2330,5467.43075,-3354.2595,2113.1712499999994,"('24.155741', '120.658506')"
649,9655,2330,11104.01625,-8959.028,2144.9882499999985,"('25.020786', '121.467023')"
219,592A,2330,7830.722,-5677.96075,2152.76125,"('22.651245', '120.303308')"
239,592a,2330,7830.722,-5677.96075,2152.76125,"('25.039446', '121.577293')"
759,9859,2330,17986.34825,-15823.053749999995,2163.2945000000022,"('24.812213', '120.964555')"
459,8884,2330,6422.58925,-4258.502500000001,2164.0867499999995,"('22.993405', '120.203337')"
674,980D,2330,7786.150500000002,-5616.29925,2169.8512500000006,"('23.006968', '120.218592')"
679,980d,2330,7786.150500000002,-5616.29925,2169.8512500000006,"('24.236003', '120.558912')"
124,5050,2330,11541.857,-9370.556,2171.3010000000013,"('25.050151', '121.51703')"
248,592n,2330,8665.508749999999,-6446.959,2218.549749999999,"('25.051268', '121.562096')"
229,592N,2330,8665.508749999999,-6446.959,2218.549749999999,"('23.709649', '120.437141')"
34,104D,2330,10768.367499999997,-8537.39525,2230.972249999999,"('25.028265', '121.526384')"
460,8885,2330,4895.532249999998,-2663.9315,2231.60075,"('25.01761', '121.29755')"
54,1163,2330,6747.781,-4515.205499999999,2232.575500000001,"('24.157501', '120.658023')"
690,9817,2330,7728.7405,-5477.589499999999,2251.1510000000007,"('22.636405', '120.341742')"
718,981p,2330,9048.1805,-6766.734500000001,2281.446,"('25.051272', '121.56156')"
802,989S,2330,9276.478749999998,-6989.8415,2286.637249999999,"('24.0556067', '120.4315994')"
587,9285,2330,8703.204000000002,-6413.18825,2290.015750000001,"('24.966021', '121.226396')"
446,8849,2330,6983.159750000002,-4683.873249999999,2299.286500000002,"('25.014798', '121.533943')"
763,9867,2330,10724.3835,-8406.9995,2317.384,"('25.068702', '121.591851')"
537,920N,2330,6245.19325,-3914.094500000001,2331.09875,"('24.90199', '121.04153')"
673,980C,2330,5909.61475,-3573.851250000001,2335.763499999999,"('23.708258', '120.540762')"
290,6460,2330,6349.3497499999985,-4009.24325,2340.106499999999,"('25.008473', '121.457926')"
308,7005,2330,6776.383250000001,-4425.66975,2350.7135000000007,"('24.235091', '120.558696')"
595,9302,2330,8467.793749999999,-6098.4735,2369.3202499999993,"('24.13973', '120.651249')"
569,9238,2330,6137.3505,-3758.806250000001,2378.544249999999,"('25.093368', '121.525375')"
627,9359,2330,16895.750500000002,-14516.294749999995,2379.455750000005,"('25.044888', '121.513093')"
3,1023,2330,5805.28075,-3423.333,2381.9477500000007,"('22.624875', '120.284176')"
57,1166,2330,9086.701250000002,-6669.267750000001,2417.433500000001,"('25.001521', '121.510184')"
791,989C,2330,8660.82625,-6213.3859999999995,2447.44025,"('25.00798', '121.460091')"
632,9386,2330,5229.115500000001,-2742.30475,2486.810750000001,"('22.7544843', '121.1534923')"
479,9137,2330,6938.9095,-4410.92775,2527.98175,"('25.096181', '121.528917')"
784,9894,2330,7219.2165,-4678.35725,2540.8592500000004,"('24.991156', '121.315876')"
659,9667,2330,6551.45975,-3990.57425,2560.8855,"('22.99654', '120.191829')"
807,989Y,2330,5003.29975,-2392.901,2610.3987500000007,"('25.129219', '121.747516')"
31,1045,2330,8588.314999999999,-5912.6255,2675.6894999999986,"('24.801535', '120.969289')"
771,9875,2330,23523.605000000003,-20829.701,2693.9040000000023,"('24.976248', '121.442118')"
105,126U,2330,7537.5905,-4843.515750000001,2694.07475,"('25.044711', '121.511369')"
35,1110,2330,7702.7662500000015,-4914.7285,2788.0377500000004,"('25.051192', '121.510275')"
781,9891,2330,9714.95275,-6918.561500000002,2796.39125,"('25.007727', '121.521091')"
652,9659,2330,9400.66225,-6573.7065,2826.9557499999987,"('22.632012', '120.312898')"
824,9A91,2330,10739.5225,-7873.958999999997,2865.5635000000043,"('25.047692', '121.577579')"
263,6110,2330,8433.786250000001,-5565.5785,2868.2077500000014,"('24.137798', '120.681534')"
755,9854,2330,7085.73525,-4171.66275,2914.0724999999993,"('24.170803', '120.694344')"
267,611A,2330,7035.804249999999,-4117.1135,2918.690749999999,"('24.252032', '120.717431')"
708,981X,2330,5358.77275,-2421.7129999999997,2937.05975,"('25.035317', '121.532417')"
836,9A9H,2330,5775.77275,-2835.74375,2940.0290000000005,"('25.045836', '121.452167')"
858,9A9h,2330,5775.77275,-2835.74375,2940.0290000000005,"('22.986179', '120.197286')"
310,7007,2330,5143.334999999999,-2196.38475,2946.950249999999,"('24.83447', '121.0181')"
523,9204,2330,8927.8205,-5960.496,2967.3245,"('24.138368', '120.681258')"
504,918H,2330,6504.406999999999,-3528.4179999999997,2975.989,"('25.057743', '121.525358')"
91,116m,2330,4339.224499999998,-1322.29275,3016.9317499999993,"('24.110628', '120.499921')"
72,116M,2330,4339.224499999998,-1322.29275,3016.9317499999993,"('22.675266', '120.489571')"
733,9834,2330,9860.98725,-6765.486999999999,3095.5002500000014,"('24.957344', '121.224049')"
422,8561,2330,13369.456,-10200.053,3169.403,"('24.149234', '120.67011')"
272,6164,2330,12005.41875,-8787.453000000001,3217.9657499999976,"('24.171581', '120.693441')"
32,104A,2330,11333.6915,-8084.3675,3249.3239999999987,"('24.138167', '120.679198')"
61,116A,2330,8820.769750000001,-5538.1555,3282.6142500000014,"('24.98857', '121.567189')"
444,8847,2330,11859.31275,-8544.16575,3315.1470000000013,"('22.98051009', '120.224079')"
762,9863,2330,9158.16275,-5831.161750000001,3327.000999999999,"('25.026152', '121.531683')"
454,884J,2330,7105.861749999999,-3775.386,3330.47575,"('24.108703', '120.679773')"
787,9898,2330,10105.66075,-6668.7562499999985,3436.904500000001,"('25.039671', '121.446525')"
579,9272,2330,20203.30025,-16760.035,3443.265250000001,"('24.809641', '120.966469')"
809,989a,2330,10226.647999999996,-6760.203250000001,3466.444749999997,"('24.4402808', '120.65285')"
789,989A,2330,10226.647999999996,-6760.203250000001,3466.444749999997,"('25.13111', '121.49836')"
839,9A9L,2330,8869.97225,-5390.455500000001,3479.51675,"('24.147801', '120.674211')"
450,884D,2330,13195.564000000002,-9670.8175,3524.746500000001,"('22.667748', '120.303634')"
23,103A,2330,5406.655000000002,-1719.823,3686.8320000000012,"('22.635191', '120.316767')"
395,815B,2330,12630.6385,-8916.167,3714.471500000001,"('24.141152', '120.652805')"
625,9352,2330,6040.44525,-2306.2164999999995,3734.22875,"('24.99122', '121.30798')"
393,8159,2330,7376.780500000002,-3524.597,3852.183500000001,"('22.99868', '120.200385')"
9,102C,2330,10535.278,-6654.83225,3880.445750000001,"('25.052266', '121.53176')"
129,5261,2330,8672.68825,-4704.897499999999,3967.79075,"('25.081495', '121.475476')"
856,9A9f,2330,15810.118,-11810.85225,3999.2657499999987,"('24.156736', '120.646221')"
448,884B,2330,10499.138750000002,-6460.740749999999,4038.398000000003,"('24.158814', '120.640248')"
456,8881,2330,10705.022,-6633.9045,4071.1175,"('22.630603', '120.308499')"
30,1043,2330,12217.147749999998,-8117.150750000002,4099.9969999999985,"('25.062513', '121.518513')"
453,884H,2330,8855.64375,-4724.164000000001,4131.47975,"('24.785519', '121.011962')"
653,965K,2330,9440.353000000001,-5250.593999999999,4189.759,"('24.165543', '120.66285')"
785,9896,2330,14382.84425,-10115.219500000003,4267.624749999997,"('22.984661', '120.217928')"
815,989k,2330,11146.37525,-6869.314750000001,4277.060499999999,"('25.023519', '121.525331')"
645,9636,2330,10184.797750000002,-5846.667,4338.130750000002,"('24.965122', '121.225937')"
823,9A8F,2330,25358.988999999998,-21006.12725,4352.86175,"('25.027132', '121.550006')"
441,8843,2330,11254.7845,-6543.670999999999,4711.1135,"('22.637281', '120.339924')"
394,815A,2330,15885.940250000005,-11097.426750000002,4788.513500000001,"('22.613307', '120.305159')"
601,9309,2330,13488.109000000002,-8642.4115,4845.697500000002,"('25.025201', '121.52403')"
328,700S,2330,13398.75575,-8390.86075,5007.895,"('25.056889', '121.512918')"
348,700s,2330,13398.75575,-8390.86075,5007.895,"('22.79729816', '120.29497021')"
546,9218,2330,7965.878500000002,-2732.36,5233.5185,"('25.080817', '121.551601')"
451,884E,2330,12763.336750000002,-7461.455749999999,5301.881000000003,"('25.044271', '121.509641')"
465,888K,2330,22904.34525000001,-17582.248499999998,5322.096750000008,"('25.018991', '121.479063')"
588,9287,2330,8681.029749999998,-3096.19075,5584.838999999997,"('25.080955', '121.570754')"
84,116d,2330,12450.84925,-6849.6105,5601.238750000001,"('24.935931', '121.372253')"
179,5855,2330,10787.0685,-5162.5995,5624.468999999999,"('22.99412', '120.20804')"
825,9A92,2330,14824.817,-9159.481499999998,5665.335500000001,"('25.053853', '121.533258')"
816,989m,2330,11470.27775,-5641.5385000000015,5828.739250000001,"('25.041141', '121.572317')"
330,700V,2330,18092.1025,-12218.9635,5873.139000000001,"('24.808108', '120.967275')"
527,9208,2330,14221.3505,-7694.051750000001,6527.298749999999,"('24.992543', '121.311151')"
391,8157,2330,11142.374500000002,-4473.009249999999,6669.365250000003,"('22.7106', '120.292968')"
813,989g,2330,12728.134999999998,-5053.070999999999,7675.0639999999985,"('23.483404', '120.447283')"
795,989G,2330,12728.134999999998,-5053.070999999999,7675.0639999999985,"('25.052884', '121.518702')"
474,910D,2330,10780.0475,-2869.928,7910.119500000002,"('25.041196', '121.554834')"
157,538D,2330,17075.3935,-8971.086249999997,8104.30725,"('25.043054', '121.529423')"
562,922H,2330,30476.279,-22365.915,8110.364000000001,"('25.053901', '121.544285')"
296,6480,2330,19137.487749999997,-10961.774,8175.713749999992,"('25.045826', '121.518127')"
646,9647,2330,27180.11675,-18999.05375,8181.062999999997,"('24.806303', '120.967901')"
664,9679,2330,23023.668500000003,-14436.37725,8587.291250000002,"('25.037378', '121.555759')"
560,9229,2330,22149.0435,-13455.493,8693.550500000001,"('25.056847', '121.522579')"
463,8888,2330,16500.105,-7786.74075,8713.364249999999,"('25.022095', '121.549115')"
543,9215,2330,28454.8395,-19561.76,8893.079500000002,"('22.661536', '120.289429')"
531,920D,2330,17009.945,-8073.486749999999,8936.45825,"('25.041454', '121.563976')"
378,779c,2330,63334.43474999999,-54107.68300000001,9226.751749999989,"('25.051589', '121.548049')"
651,9658,2330,29130.495749999995,-18757.22825,10373.267499999994,"('25.060052', '121.536538')"
197,585U,2330,21455.473,-9854.1335,11601.339499999998,"('25.05165', '121.544548')"
647,9651,2330,26234.914,-13668.719249999998,12566.194750000002,"('25.057534', '121.547082')"
147,5382,2330,15541.6555,-2808.52425,12733.13125,"('24.14697', '120.663694')"
521,9200,2330,200109.8245,-187121.74925,12988.075249999994,"('25.084536', '121.551163')"
305,7000,2330,85267.12049999999,-70987.5975,14279.522999999985,"('25.043085', '121.530934')"
640,9623,2330,30581.81975,-15102.24975,15479.570000000005,"('25.045723', '121.516952')"
128,5260,2330,28159.313750000016,-12540.074750000002,15619.239000000007,"('25.057712', '121.535666')"
510,918W,2330,22698.60825,-6618.38,16080.22825,"('25.041767', '121.54761')"
544,9216,2330,25303.036750000007,-8607.4475,16695.589250000005,"('25.053901', '121.544285')"
421,8560,2330,54427.374,-35957.674500000016,18469.699499999988,"('25.043636', '121.513058')"
833,9A9D,2330,23352.97475,-4668.1975,18684.77725,"('25.041176', '121.555419')"
854,9A9d,2330,23352.97475,-4668.1975,18684.77725,"('25.030108', '121.517913')"
403,8450,2330,82056.11750000001,-61943.4575,20112.660000000003,"('25.042835', '121.565184')"
334,700a,2330,30501.028,-9541.25775,20959.77025,"('25.041454', '121.563976')"
268,6160,2330,79256.10900000001,-55807.37725,23448.73175000001,"('25.058816', '121.616525')"
13,1030,2330,45968.73675,-21035.62925,24933.1075,"('25.043673', '121.510767')"
387,8150,2330,73725.97725000001,-30827.92075,42898.05650000001,"('25.055228', '121.522496')"
51,1160,2330,111203.44324999998,-65907.34425,45296.09899999999,"('25.05225', '121.533358')"
210,5920,2330,212227.45375,-165993.25299999994,46234.20075000005,"('25.039433', '121.543917')"
438,8840,2330,79596.93724999999,-28539.10775,51057.82949999999,"('25.057431', '121.547657')"
818,9A00,2330,209886.83475,-155644.9125,54241.92225,"('25.046881', '121.513106')"
145,5380,2330,104099.78875,-46601.5275,57498.26125,"('25.0489307', '121.5226866')"
0,1020,2330,92129.88375,-33998.325499999984,58131.55825000003,"('25.0416', '121.556279')"
469,9100,2330,165576.02325000006,-104972.1565,60603.86675000003,"('25.057431', '121.547657')"
114,1560,2330,245353.45125,-180638.74275000003,64714.70849999997,"('25.038787', '121.566065')"
468,8960,2330,383440.64425,-301778.69324999995,81661.95100000006,"('25.034268', '121.561078')"
594,9300,2330,267329.341,-174889.13074999998,92440.21024999996,"('25.057779', '121.551012')"
98,1260,2330,161283.38999999998,-60477.16599999999,100806.224,"('25.032978', '121.553081')"
27,1040,2330,132684.568,-20493.95575,112190.61225,"('25.043947', '121.51306')"
671,9800,2330,510195.05150000006,-376852.1945,133342.85700000002,"('25.052065', '121.543654')"
466,8890,2330,305586.93475,-137698.98300000007,167887.95174999998,"('25.040179', '121.563531')"
107,1360,2330,497781.9865,-307663.86225,190118.12424999996,"('25.047196', '121.543681')"
633,9600,2330,537122.4712500001,-209049.5265,328072.94475,"('25.038216', '121.552262')"
455,8880,2330,967208.9925,-282620.34675,684588.6457499999,"('25.022018', '121.549099')"
