stockiid,Booling,Booling_trade,追隨外資,forei_trade,追隨投信,invers_trade,KD 交叉,KD_trade,MACD 交叉,MACD_trade,均線交叉,MA_trade,type,Price
1337,-0.6558,30,-1.98,121,0.00,0,0.39,45,-0.61,15,-1.25,42,塑膠工業,TW
1340,-4.3113,31,-2.40,129,0.00,0,0.15,50,-0.63,15,-1.09,42,塑膠工業,TW
1341,0.1879,8,0.00,3,0.00,0,0.22,23,0.09,6,0.19,21,塑膠工業,TW
4306,-0.2923,29,-2.30,146,0.00,0,0.36,49,0.01,17,0.10,38,塑膠工業,TW
4303,-0.009,24,-3.49,57,0.00,0,3.18,53,1.96,14,0.42,47,塑膠工業,TWO
4304,-1.8322,28,0.00,2,0.00,0,1.53,52,-0.41,15,0.23,47,塑膠工業,TWO
4305,-0.1677,18,-0.05,1,0.00,0,0.35,48,-0.03,11,0.56,43,塑膠工業,TWO
8354,-0.1406,30,0.00,0,0.00,0,0.30,59,0.18,16,0.24,52,塑膠工業,TWO
9950,0.3722,30,0.00,0,0.00,0,0.40,50,0.04,15,0.01,42,塑膠工業,TWO
2427,0.51,26,2.48,134,0.00,0,1.05,47,0.23,17,0.74,42,資訊服務業,TW
2453,1.4622,20,-1.88,111,0.00,0,1.01,50,0.64,18,1.42,53,資訊服務業,TW
2468,-0.1686,27,2.08,64,0.00,0,0.49,51,0.40,18,0.69,37,資訊服務業,TW
2471,1.1,29,0.63,53,0.00,0,0.89,48,0.59,17,-0.06,44,資訊服務業,TW
2480,1.0544,14,6.23,194,0.03,8,1.34,52,0.31,14,0.00,37,資訊服務業,TW
3029,0.9549,20,4.64,180,0.00,1,1.06,49,0.57,16,0.55,48,資訊服務業,TW
3130,-0.2475,24,8.22,142,0.00,0,0.41,51,-0.09,15,0.42,41,資訊服務業,TW
4994,0.8983,27,-4.21,155,0.00,0,1.16,51,-0.15,15,0.03,48,資訊服務業,TW
5203,1.0638,20,1.04,138,0.13,3,1.41,42,0.86,16,0.41,41,資訊服務業,TW
6112,0.2179,16,6.76,171,0.00,1,0.38,51,0.08,17,0.43,48,資訊服務業,TW
6183,0.484,14,-0.65,85,0.00,0,0.60,55,0.60,18,0.62,49,資訊服務業,TW
6214,0.4439,15,1.71,164,1.08,4,0.43,46,0.29,17,0.34,45,資訊服務業,TW
3147,0.4412,12,3.02,27,0.00,0,0.75,31,-0.12,6,0.53,28,資訊服務業,TWO
3570,1.4761,26,0.90,41,0.00,0,1.17,46,0.50,16,1.20,45,資訊服務業,TWO
4953,1.8993,16,3.25,83,8.97,47,1.90,43,0.06,19,1.10,46,資訊服務業,TWO
5201,2.0798,35,-2.35,245,0.00,0,1.55,38,0.68,16,0.25,39,資訊服務業,TWO
5202,1.2214,35,1.36,10,0.00,0,0.97,42,0.12,13,-0.06,38,資訊服務業,TWO
5209,0.5036,18,0.04,17,0.00,0,0.62,53,0.15,13,0.29,47,資訊服務業,TWO
5210,1.2334,29,0.52,24,0.00,0,0.79,50,-0.02,14,0.03,42,資訊服務業,TWO
5211,-0.1629,27,0.18,5,0.00,0,0.43,44,-0.38,17,0.26,43,資訊服務業,TWO
5212,0.8489,15,4.01,45,0.00,0,0.90,53,0.11,20,1.96,58,資訊服務業,TWO
5310,0.6612,28,2.41,39,0.00,0,1.77,50,-0.07,19,-0.22,42,資訊服務業,TWO
5403,0.057,16,-1.24,125,0.00,0,0.56,53,0.19,12,0.22,41,資訊服務業,TWO
5410,0.7405,18,-1.09,168,0.00,0,0.44,47,0.21,16,0.25,38,資訊服務業,TWO
6140,0.312,25,0.00,1,0.00,0,0.29,47,0.22,13,0.31,44,資訊服務業,TWO
6148,-1.2371,28,5.70,33,0.00,0,0.79,54,-0.10,13,0.99,44,資訊服務業,TWO
6221,0.6452,15,0.16,38,0.00,0,0.98,53,0.14,20,1.05,44,資訊服務業,TWO
6231,1.2982,20,2.89,62,0.00,0,2.77,44,0.85,16,1.62,43,資訊服務業,TWO
6240,-3.5617,31,-0.33,16,0.00,0,0.91,41,-0.01,13,0.30,43,資訊服務業,TWO
6404,0.3553,31,1.82,39,0.00,0,1.07,41,-1.12,16,-0.81,44,資訊服務業,TWO
6516,-0.0188,7,-0.23,7,0.00,0,0.03,11,-0.49,4,-0.27,13,資訊服務業,TWO
6590,0.5305,8,0.00,1,0.00,0,0.46,21,0.39,5,0.71,16,資訊服務業,TWO
6593,-0.1885,18,0.00,0,0.00,0,0.23,39,-0.03,11,0.12,34,資訊服務業,TWO
6690,0.7467,4,2.91,16,0.00,0,0.50,7,0.08,3,0.34,10,資訊服務業,TWO
6697,0.5292,1,0.64,13,0.00,0,0.33,5,0.31,1,0.16,5,資訊服務業,TWO
8099,0.5915,20,0.81,5,0.00,0,0.29,48,0.12,15,0.42,44,資訊服務業,TWO
8416,0.262,16,-1.71,78,0.00,0,0.84,53,0.33,21,0.50,47,資訊服務業,TWO
1240,0.5567,6,1.40,39,0.00,0,0.46,25,0.06,7,0.13,27,農業科技,TWO
4171,1.192,22,3.02,39,0.00,2,2.18,53,1.51,13,1.54,53,農業科技,TWO
6508,0.7174,14,1.32,32,0.00,0,0.36,50,0.01,17,0.41,49,農業科技,TWO
6578,0.6963,11,-0.36,9,0.00,0,0.41,22,0.23,10,0.44,22,農業科技,TWO
3085,-6.4074,37,0.30,32,0.00,0,-1.05,52,-0.92,13,1.07,47,電子商務,TWO
5278,2.5486,22,9.32,100,0.00,0,2.63,45,0.85,15,0.83,45,電子商務,TWO
5287,0.5523,22,-8.70,327,-1.58,13,0.63,48,-0.01,18,0.17,43,電子商務,TWO
8044,0.8912,29,-12.83,233,-0.78,16,1.20,47,0.89,16,0.09,44,電子商務,TWO
8472,0.9428,28,-0.37,2,0.00,0,0.25,48,-0.13,17,0.10,38,電子商務,TWO
8477,-0.3995,31,-1.57,50,0.00,1,0.54,47,-0.10,18,1.07,54,電子商務,TWO
2347,0.8574,30,-3.37,228,1.10,48,0.41,46,0.12,16,0.54,49,電子通路業,TW
2414,0.4166,13,0.64,126,0.00,1,0.49,52,0.41,14,0.58,41,電子通路業,TW
2430,-0.2259,29,-2.19,95,0.00,0,0.08,44,-0.36,15,-0.07,43,電子通路業,TW
2459,0.5122,24,1.17,159,0.00,0,0.40,41,-0.02,16,0.53,41,電子通路業,TW
3010,0.6951,23,1.80,227,-0.19,3,0.65,49,0.02,17,0.13,42,電子通路業,TW
3028,0.099,17,2.56,185,0.00,0,0.56,49,0.02,14,0.13,37,電子通路業,TW
3033,-0.4795,31,1.64,216,0.00,0,0.34,47,-0.30,13,0.17,38,電子通路業,TW
3036,1.1773,26,-0.75,136,-1.42,31,0.56,49,0.18,18,0.23,48,電子通路業,TW
3048,0.1508,24,0.68,191,0.00,0,0.64,50,-0.32,13,0.34,44,電子通路業,TW
3055,0.8637,18,1.29,131,0.00,0,1.46,49,0.59,16,-0.00,37,電子通路業,TW
3209,0.5356,29,-2.33,168,0.00,0,0.33,47,-0.13,13,-0.02,43,電子通路業,TW
3312,0.5486,19,13.19,94,0.00,0,0.80,48,0.17,13,1.01,48,電子通路業,TW
3528,0.8546,23,-0.35,63,0.00,0,0.42,44,0.37,17,0.48,46,電子通路業,TW
3702,0.3106,21,-6.02,178,1.04,53,0.55,46,0.19,17,0.06,36,電子通路業,TW
5434,0.8599,22,6.87,199,0.26,57,0.52,43,-0.20,16,-0.07,45,電子通路業,TW
6189,0.1841,21,-0.19,143,0.00,0,0.36,44,-0.03,13,0.27,40,電子通路業,TW
6281,0.1262,15,-0.03,113,0.00,1,0.21,54,0.02,17,0.27,38,電子通路業,TW
8070,1.0225,24,0.98,157,0.02,2,0.77,50,0.45,16,0.45,39,電子通路業,TW
8072,-0.0152,27,-0.23,26,0.00,0,0.54,48,-0.19,14,0.15,47,電子通路業,TW
8112,1.058,24,-3.66,237,1.00,25,0.83,48,0.42,15,0.15,37,電子通路業,TW
3224,0.135,25,2.57,153,0.00,0,1.21,44,0.19,18,0.37,52,電子通路業,TWO
3232,2.4645,26,3.96,81,0.00,0,1.06,53,0.62,16,1.29,55,電子通路業,TWO
3360,1.8747,27,-0.43,164,0.00,0,1.04,44,-0.16,12,0.29,49,電子通路業,TWO
3444,0.9424,27,2.75,57,0.00,0,1.69,52,0.14,18,1.62,47,電子通路業,TWO
6113,0.5181,41,1.83,32,0.00,0,0.77,53,0.02,14,0.55,49,電子通路業,TWO
6118,-0.7433,22,-2.90,57,0.00,0,2.71,48,-0.19,15,0.35,46,電子通路業,TWO
6154,-1.6272,33,0.00,0,0.00,0,0.16,54,-0.39,13,-0.27,33,電子通路業,TWO
6227,1.26,27,-1.72,67,0.00,0,1.23,41,0.56,19,0.49,45,電子通路業,TWO
6265,0.5325,25,-0.74,16,0.00,0,0.63,45,0.16,16,0.30,52,電子通路業,TWO
6270,1.5041,20,-1.54,52,0.00,0,1.07,53,0.56,13,0.77,46,電子通路業,TWO
8032,0.4544,28,0.00,5,0.00,0,0.22,42,-0.04,13,0.29,43,電子通路業,TWO
8067,2.0911,28,0.01,3,0.00,0,1.09,48,0.93,15,1.31,56,電子通路業,TWO
8068,2.1349,34,0.36,30,0.00,0,0.82,51,0.26,17,1.03,47,電子通路業,TWO
8084,-1.8716,40,0.08,8,0.00,0,1.54,44,0.16,13,-0.10,35,電子通路業,TWO
8096,2.0878,23,1.62,174,0.00,0,1.14,43,0.62,17,0.89,46,電子通路業,TWO
1471,1.5615,39,1.58,32,0.00,0,2.30,43,1.03,16,0.35,40,電子零組件業,TW
1582,2.1328,29,-5.47,182,-0.21,2,0.85,44,0.17,14,-0.24,36,電子零組件業,TW
2059,0.1105,33,0.75,99,-0.49,32,0.81,49,-0.24,16,0.40,48,電子零組件業,TW
2308,0.2634,26,-2.75,180,4.10,147,0.34,46,-0.45,15,-0.13,39,電子零組件業,TW
2313,1.4854,30,5.61,177,5.21,138,2.08,53,-0.11,11,0.69,37,電子零組件業,TW
2316,-0.0448,25,3.13,138,1.03,2,1.93,42,0.42,15,0.44,35,電子零組件業,TW
2327,0.5997,20,7.02,72,21.96,199,2.58,50,1.09,15,0.49,34,電子零組件業,TW
2328,0.9152,23,1.28,176,-1.10,6,0.68,49,0.06,15,0.37,49,電子零組件業,TW
2355,-0.8868,30,-4.68,183,-1.01,16,0.77,51,-0.13,18,-0.55,41,電子零組件業,TW
2367,-0.2942,19,1.99,106,0.07,26,1.99,47,0.35,16,0.66,44,電子零組件業,TW
2368,2.0724,18,2.58,131,7.92,45,2.01,45,0.68,17,0.71,42,電子零組件業,TW
2375,-0.8395,22,2.74,110,0.00,0,2.00,49,0.12,14,0.73,45,電子零組件業,TW
2383,1.611,22,2.18,132,-3.20,165,1.87,51,0.64,16,0.98,47,電子零組件業,TW
2385,-0.0363,21,4.22,166,1.57,83,0.30,53,0.04,15,0.10,44,電子零組件業,TW
2392,-1.6602,25,4.34,203,0.03,9,1.64,44,-0.47,15,-0.12,45,電子零組件業,TW
2402,0.6974,23,-4.05,203,-0.52,2,0.84,47,0.03,18,0.31,44,電子零組件業,TW
2413,1.4924,21,0.44,116,0.00,0,1.85,50,0.23,15,1.13,43,電子零組件業,TW
2415,0.9624,28,6.35,109,0.00,0,0.49,49,-0.49,14,0.18,43,電子零組件業,TW
2420,0.7374,18,0.45,210,0.00,0,0.35,54,0.11,19,0.08,46,電子零組件業,TW
2421,1.9062,15,0.87,135,1.32,27,1.72,47,-0.02,15,0.80,45,電子零組件業,TW
2428,1.6415,26,-0.31,158,-0.05,6,1.31,45,0.30,17,0.67,54,電子零組件業,TW
2429,3.4451,19,3.89,19,0.00,0,1.37,40,1.28,11,2.97,41,電子零組件業,TW
2431,-1.8388,29,0.51,151,0.00,2,1.14,45,-0.53,15,0.03,51,電子零組件業,TW
2440,1.1542,26,0.06,45,0.00,0,1.43,51,0.02,17,0.20,49,電子零組件業,TW
2456,1.6573,26,3.94,116,4.52,105,1.72,49,0.63,15,0.38,45,電子零組件業,TW
2457,0.7613,28,-0.48,180,-0.17,1,0.88,47,-0.25,16,0.74,44,電子零組件業,TW
2460,-0.3817,31,0.81,64,0.00,0,1.12,49,0.13,15,-0.05,39,電子零組件業,TW
2462,-0.1621,23,1.92,114,0.00,0,0.88,45,0.17,15,0.85,44,電子零組件業,TW
2467,0.9779,17,-2.11,145,-0.20,4,0.78,49,0.62,17,0.46,45,電子零組件業,TW
2472,1.313,22,-3.65,140,0.27,7,1.15,50,-0.10,16,0.44,42,電子零組件業,TW
2476,0.103,31,-1.89,97,0.00,0,0.43,46,-0.17,17,-0.05,39,電子零組件業,TW
2478,2.1446,26,9.95,127,-1.01,8,2.95,43,0.61,13,0.45,43,電子零組件業,TW
2483,0.5643,22,1.75,69,-0.48,10,0.39,51,0.05,14,0.42,35,電子零組件業,TW
2484,1.4779,24,0.34,185,0.00,0,0.40,54,0.06,15,0.47,50,電子零組件業,TW
2492,2.099,15,4.23,99,23.49,141,3.05,50,0.94,17,0.25,39,電子零組件業,TW
2493,0.8464,26,-1.06,155,0.00,0,0.84,45,0.04,14,-0.05,38,電子零組件業,TW
3003,0.4314,22,-1.64,164,1.30,27,1.36,46,0.06,16,0.21,45,電子零組件業,TW
3011,0.6624,29,2.62,70,0.00,0,0.95,44,-0.15,16,-0.03,42,電子零組件業,TW
3015,0.8535,21,0.23,161,0.00,0,0.84,47,-0.12,15,0.17,46,電子零組件業,TW
3021,0.667,23,0.37,40,0.00,0,0.72,49,0.45,14,0.45,47,電子零組件業,TW
3023,1.4415,19,0.10,191,1.43,87,0.91,50,0.31,14,0.97,47,電子零組件業,TW
3026,1.3095,28,11.31,124,19.99,71,2.93,44,0.41,13,0.50,36,電子零組件業,TW
3032,0.9929,26,-1.05,123,-2.95,12,0.20,56,-0.24,15,-0.11,44,電子零組件業,TW
3037,2.046,13,-0.23,115,1.94,143,1.54,51,1.50,18,0.80,43,電子零組件業,TW
3042,1.7007,29,-1.87,165,1.14,51,1.11,46,0.80,16,0.06,47,電子零組件業,TW
3044,0.7925,23,2.38,145,0.46,73,1.05,51,0.33,13,0.65,41,電子零組件業,TW
3058,0.7526,33,-1.74,71,0.00,0,0.09,51,-0.28,20,-0.11,47,電子零組件業,TW
3090,0.7623,14,5.66,166,1.00,15,1.96,45,0.32,14,0.06,37,電子零組件業,TW
3229,0.3491,38,-2.91,83,0.00,0,0.85,52,0.45,16,-0.17,40,電子零組件業,TW
3296,0.2209,35,1.05,34,0.00,0,0.72,46,-0.31,13,0.31,41,電子零組件業,TW
3308,0.9255,29,-0.29,14,0.00,0,0.87,50,-0.09,16,0.53,49,電子零組件業,TW
3321,0.4108,29,-4.57,66,0.00,3,1.22,52,-1.05,17,0.45,43,電子零組件業,TW
3338,0.8911,26,4.61,108,3.50,38,2.70,44,0.82,17,0.65,44,電子零組件業,TW
3376,0.4266,22,-2.09,188,0.79,95,0.74,47,0.47,14,0.64,50,電子零組件業,TW
3432,1.4499,28,1.18,87,0.00,0,1.40,48,0.36,16,0.30,39,電子零組件業,TW
3501,0.1282,30,-0.54,144,0.10,3,0.47,49,-0.14,13,0.00,42,電子零組件業,TW
3533,2.7581,18,-1.12,123,11.83,191,2.24,51,0.47,13,0.83,43,電子零組件業,TW
3550,-0.8115,26,0.36,94,0.00,0,0.88,48,-0.07,16,-0.48,45,電子零組件業,TW
3593,5.0003,41,0.32,30,0.00,0,0.94,38,0.39,14,0.76,46,電子零組件業,TW
3605,0.884,19,2.02,162,-0.11,2,0.74,49,-0.12,14,-0.03,43,電子零組件業,TW
3607,1.8268,32,-7.68,113,0.00,0,0.63,47,-0.22,17,-0.02,47,電子零組件業,TW
3645,1.8597,27,9.49,161,-3.06,38,1.80,49,0.44,13,0.04,39,電子零組件業,TW
3653,2.5641,19,2.74,126,8.19,129,2.99,44,1.60,14,1.13,47,電子零組件業,TW
3679,0.1193,29,-1.42,56,0.00,0,0.63,48,0.28,14,0.60,49,電子零組件業,TW
4545,2.6502,39,-5.28,93,0.00,0,0.61,53,0.31,13,-0.37,43,電子零組件業,TW
4912,-1.5279,24,2.29,118,-0.40,3,1.91,46,-0.27,12,1.30,42,電子零組件業,TW
4915,1.3231,29,7.13,126,1.11,58,1.32,47,-0.25,16,0.74,45,電子零組件業,TW
4927,1.3855,22,6.71,149,5.31,82,0.68,52,0.48,13,0.61,43,電子零組件業,TW
4943,0.6299,20,3.30,76,17.58,117,2.48,46,0.55,19,0.39,45,電子零組件業,TW
4958,1.1287,19,5.21,188,1.15,121,1.19,48,0.85,14,0.46,40,電子零組件業,TW
4989,0.8251,19,-0.95,47,0.00,0,0.27,31,-0.11,6,0.28,25,電子零組件業,TW
4999,0.0649,28,-2.48,180,0.00,0,0.39,45,-0.10,14,-0.09,45,電子零組件業,TW
5469,1.3324,20,6.89,91,-0.87,22,1.65,51,-0.06,18,0.93,48,電子零組件業,TW
6108,0.0905,28,1.37,158,0.00,1,0.33,51,-0.01,17,0.49,53,電子零組件業,TW
6115,0.3323,12,-0.52,135,0.00,0,0.31,50,0.03,17,0.13,45,電子零組件業,TW
6133,0.6652,28,-0.86,18,0.00,0,0.49,55,-0.14,19,0.18,48,電子零組件業,TW
6141,0.9445,26,2.17,127,1.32,13,1.14,49,0.03,15,0.30,45,電子零組件業,TW
6153,0.8434,23,-4.26,110,3.30,67,1.72,46,0.84,16,0.41,37,電子零組件業,TW
6155,0.1702,17,1.55,117,0.00,0,0.66,47,0.97,19,0.96,45,電子零組件業,TW
6165,2.9793,34,-2.45,83,0.00,0,1.88,48,0.16,15,-0.44,42,電子零組件業,TW
6191,1.0105,25,-0.04,139,0.07,1,0.73,49,0.15,19,0.43,41,電子零組件業,TW
6197,1.5532,28,2.03,157,-0.32,2,1.46,44,0.30,15,0.05,44,電子零組件業,TW
6205,-1.4362,36,-3.36,66,0.00,0,0.22,52,-0.34,13,-0.02,41,電子零組件業,TW
6213,2.4624,18,3.52,125,-0.21,142,2.20,46,0.15,17,0.93,48,電子零組件業,TW
6224,0.6337,12,2.31,183,-0.12,2,0.73,48,0.26,19,0.48,45,電子零組件業,TW
6251,1.1155,25,0.44,162,0.13,4,1.29,41,0.27,16,0.98,50,電子零組件業,TW
6269,0.8337,20,-5.32,131,-2.02,158,0.68,51,0.53,17,1.09,50,電子零組件業,TW
6282,0.4952,22,-5.59,183,0.00,0,0.37,50,0.12,16,0.21,44,電子零組件業,TW
6412,1.9875,29,-5.77,188,0.97,27,1.15,42,0.36,14,0.38,46,電子零組件業,TW
6449,0.5245,17,10.89,128,-0.08,14,0.72,47,-0.33,16,0.29,48,電子零組件業,TW
6672,0.8674,6,-0.38,40,0.00,0,0.45,17,0.12,4,0.12,16,電子零組件業,TW
6715,1.0452,3,2.45,20,0.00,2,0.36,8,0.27,1,0.36,6,電子零組件業,TW
8039,1.719,18,-1.91,186,-0.63,44,1.31,47,0.34,16,0.36,44,電子零組件業,TW
8046,2.9641,24,1.01,88,-3.25,112,1.70,50,1.45,16,0.25,44,電子零組件業,TW
8103,0.0313,18,3.31,122,-0.48,6,0.69,48,-0.25,17,0.09,40,電子零組件業,TW
8213,0.7296,15,2.30,184,-0.38,3,0.88,42,0.08,15,0.20,42,電子零組件業,TW
8249,0.5435,24,0.50,178,0.00,1,0.26,49,-0.12,13,0.56,42,電子零組件業,TW
1333,-0.0574,24,0.00,0,0.00,0,0.50,43,0.35,15,0.36,42,電子零組件業,TWO
1336,0.4851,23,0.39,80,0.00,0,1.16,49,0.38,17,0.74,44,電子零組件業,TWO
1595,0.1395,25,-1.21,53,0.00,0,0.50,50,-0.26,13,0.08,44,電子零組件業,TWO
1815,-1.4261,36,-5.36,123,-1.86,21,0.90,48,0.25,17,0.36,48,電子零組件業,TWO
3078,1.184,21,1.50,153,0.00,10,0.82,52,-0.13,13,-0.00,49,電子零組件業,TWO
3089,4.2425,44,0.00,0,0.00,0,1.72,49,1.98,14,0.22,41,電子零組件業,TWO
3092,0.7675,24,0.65,107,0.11,8,0.85,51,-0.07,15,0.59,44,電子零組件業,TWO
3114,-1.2537,19,20.84,124,0.00,0,1.38,44,-0.14,16,0.66,46,電子零組件業,TWO
3115,4.7556,30,-0.00,7,0.00,0,1.48,48,0.91,12,1.01,52,電子零組件業,TWO
3144,1.4545,17,12.03,120,0.00,0,1.69,50,0.66,15,0.71,50,電子零組件業,TWO
3191,0.7374,25,2.27,30,0.00,0,2.35,49,0.21,14,1.04,41,電子零組件業,TWO
3202,-0.419,22,14.31,155,0.00,1,1.91,45,0.18,16,0.47,45,電子零組件業,TWO
3206,0.741,22,0.65,117,0.00,0,0.80,49,0.50,15,0.56,50,電子零組件業,TWO
3207,2.5122,38,0.00,0,0.00,0,1.03,46,0.38,14,0.46,39,電子零組件業,TWO
3217,0.305,19,3.07,133,3.79,48,1.46,47,0.83,16,1.35,48,電子零組件業,TWO
3236,-0.3909,19,2.39,87,0.00,0,0.68,48,0.30,19,0.36,45,電子零組件業,TWO
3276,0.6327,36,0.93,42,0.00,0,0.83,44,0.16,19,0.23,44,電子零組件業,TWO
3288,2.2727,24,0.00,1,0.00,0,0.44,41,0.30,15,3.72,39,電子零組件業,TWO
3290,-1.8969,27,1.29,157,0.00,0,0.50,46,-0.06,15,0.39,45,電子零組件業,TWO
3294,-0.7894,30,15.14,98,0.00,0,0.91,46,-0.47,20,0.70,48,電子零組件業,TWO
3310,-0.3853,40,1.82,54,0.00,0,1.37,46,0.43,14,0.43,40,電子零組件業,TWO
3313,1.6733,31,-1.63,95,0.00,0,1.41,49,0.27,15,0.39,43,電子零組件業,TWO
3322,0.5172,35,0.06,44,0.00,0,1.12,48,0.01,14,0.62,46,電子零組件業,TWO
3332,0.3839,28,0.00,0,0.00,0,0.04,42,-0.36,13,0.27,37,電子零組件業,TWO
3354,0.5092,22,-0.81,49,0.00,0,2.39,43,0.71,18,0.25,41,電子零組件業,TWO
3388,0.3676,22,1.07,136,0.00,0,0.43,47,-0.11,13,-0.06,44,電子零組件業,TWO
3390,-0.7999,22,1.56,113,-0.09,16,0.96,46,0.18,15,0.29,40,電子零組件業,TWO
3465,1.7034,16,0.00,0,0.00,0,2.70,37,-0.06,8,1.15,30,電子零組件業,TWO
3484,0.1926,24,-3.12,126,-0.54,4,0.40,47,-0.20,16,-0.13,51,電子零組件業,TWO
3492,-1.388,28,-2.21,36,0.00,0,1.05,46,0.32,17,0.44,49,電子零組件業,TWO
3511,1.0664,33,0.76,66,0.00,0,2.33,50,0.69,14,0.31,47,電子零組件業,TWO
3512,-0.0873,31,-0.46,85,0.00,0,0.75,50,0.16,15,-0.30,44,電子零組件業,TWO
3520,-4.1508,40,-0.29,48,0.00,0,1.42,47,-0.13,14,0.68,45,電子零組件業,TWO
3526,0.3291,20,2.17,190,0.70,34,1.48,48,0.27,18,0.44,41,電子零組件業,TWO
3537,0.5113,19,3.48,86,0.00,0,0.66,50,0.22,16,0.42,41,電子零組件業,TWO
3548,0.398,28,10.29,164,-0.92,8,1.18,48,0.52,16,-0.09,47,電子零組件業,TWO
3597,0,0,0.13,2,0.00,0,0.16,3,-0.02,1,0.04,3,電子零組件業,TWO
3609,0.2878,17,-1.03,35,0.00,0,1.46,53,0.84,17,0.15,51,電子零組件業,TWO
3624,0.0619,27,2.82,54,0.07,1,1.98,47,1.75,15,0.45,42,電子零組件業,TWO
3631,0.9279,22,1.37,11,0.00,0,1.68,52,-0.25,16,1.06,50,電子零組件業,TWO
3646,-2.9217,43,-1.31,36,0.00,0,0.53,50,-0.39,15,-0.15,43,電子零組件業,TWO
3689,0.1283,20,5.38,95,-0.94,14,0.76,48,-0.21,15,-0.41,48,電子零組件業,TWO
3710,0.2289,20,0.39,33,0.00,0,0.63,33,0.20,9,0.32,29,電子零組件業,TWO
4542,0.0991,26,-0.45,6,0.00,0,0.96,41,0.00,14,0.44,46,電子零組件業,TWO
4939,1.5963,17,4.44,143,0.00,0,1.81,43,0.12,18,0.80,45,電子零組件業,TWO
4974,0.9334,16,3.69,210,0.00,0,1.39,47,0.34,18,0.83,50,電子零組件業,TWO
5227,-0.2124,33,0.25,94,0.00,0,1.23,54,0.22,16,-0.48,42,電子零組件業,TWO
5291,1.7838,28,1.45,42,0.00,0,1.33,49,0.54,14,0.35,41,電子零組件業,TWO
5309,8.3011,39,9.37,128,0.00,0,1.63,45,1.11,14,1.06,44,電子零組件業,TWO
5321,9.2281,44,-0.05,1,0.00,0,1.17,48,0.66,13,1.10,39,電子零組件業,TWO
5328,0.4254,27,-1.92,95,0.00,0,0.62,45,0.60,18,1.18,44,電子零組件業,TWO
5340,1.9407,16,67.05,159,0.00,0,2.57,49,-0.41,16,0.85,46,電子零組件業,TWO
5345,3.7452,35,0.11,7,0.00,0,1.14,46,1.24,18,1.29,44,電子零組件業,TWO
5349,0.7238,21,4.54,137,-2.76,28,1.45,52,0.08,15,0.43,44,電子零組件業,TWO
5355,-0.2079,32,-0.77,28,0.00,0,0.33,49,-0.42,14,0.42,49,電子零組件業,TWO
5381,3.1136,34,0.29,19,0.00,0,1.88,43,0.80,18,0.60,40,電子零組件業,TWO
5439,1.9286,20,2.47,178,1.52,28,0.90,49,0.53,12,0.27,47,電子零組件業,TWO
5457,2.0689,18,6.93,113,1.67,45,2.23,43,1.07,16,1.17,46,電子零組件業,TWO
5460,-0.2611,22,0.00,0,0.00,0,0.27,49,-0.10,16,0.34,40,電子零組件業,TWO
5464,-0.8211,29,-0.40,15,0.00,0,0.93,53,-0.58,16,0.22,40,電子零組件業,TWO
5475,2.9655,31,0.94,33,0.00,0,2.17,46,-0.04,16,0.89,44,電子零組件業,TWO
5481,-0.2287,29,-2.23,113,0.00,0,1.26,44,0.01,13,-0.19,37,電子零組件業,TWO
5488,0.4777,27,-1.87,32,0.00,0,0.95,46,-0.08,15,-0.09,48,電子零組件業,TWO
5498,3.4805,24,5.56,177,0.00,0,1.04,47,0.66,15,-0.01,49,電子零組件業,TWO
6114,-0.587,38,1.58,111,0.00,0,0.90,50,-0.77,11,-0.05,41,電子零組件業,TWO
6124,0.6943,24,-0.31,32,0.00,0,1.86,46,-0.09,16,0.40,52,電子零組件業,TWO
6126,1.0318,20,2.64,115,0.00,0,0.61,50,0.53,19,0.89,45,電子零組件業,TWO
6127,1.1538,25,3.19,127,0.00,0,1.90,53,0.94,16,0.61,48,電子零組件業,TWO
6134,-3.2044,37,0.11,6,0.00,0,0.25,52,-0.16,14,0.40,51,電子零組件業,TWO
6156,0.9223,27,5.81,114,0.00,0,0.66,50,-0.04,17,-0.13,40,電子零組件業,TWO
6158,0.3236,22,6.63,141,0.00,0,2.29,48,0.54,17,-0.08,44,電子零組件業,TWO
6173,2.0776,17,5.80,118,1.39,46,1.38,47,0.64,14,1.44,44,電子零組件業,TWO
6174,0.012,31,-0.12,19,0.00,0,0.50,54,-0.14,17,0.31,48,電子零組件業,TWO
6175,0.8066,21,4.43,105,-0.42,3,1.60,44,0.70,14,0.19,40,電子零組件業,TWO
6185,-0.4028,19,2.05,107,0.00,0,0.48,50,-0.46,14,0.01,40,電子零組件業,TWO
6194,-0.23,21,0.71,23,0.00,0,1.00,45,0.17,21,-0.04,34,電子零組件業,TWO
6203,1.6609,22,4.00,84,0.00,0,0.83,47,0.13,15,0.54,43,電子零組件業,TWO
6204,-0.0265,20,0.33,22,0.00,0,1.01,44,0.70,14,0.31,43,電子零組件業,TWO
6207,0.5282,26,1.94,117,0.00,0,1.46,46,-0.18,17,-0.30,35,電子零組件業,TWO
6208,0.0868,13,2.41,125,1.57,4,1.00,47,0.23,13,0.78,43,電子零組件業,TWO
6210,0.3537,21,-3.45,84,0.00,0,0.84,48,0.02,15,0.51,49,電子零組件業,TWO
6217,-0.2316,20,0.75,117,0.00,0,1.37,48,-0.00,15,-0.30,44,電子零組件業,TWO
