,Booling,,發繦戈,,發繦щ獺,,KD ユ,,MACD ユ,,А絬ユ,
布絏,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计,厨筍瞯,ユΩ计
8215,202.57%,30,441.24%,157,18.39%,3,138.49%,43,55.42%,18,24.79%,44
8222,-232.47%,31,-27.18%,76,-96.28%,2,-4.87%,51,-53.76%,15,53.72%,41
8249,54.35%,24,50.29%,178,0.00%,1,25.61%,49,-12.44%,13,56.24%,42
8261,103.60%,19,280.48%,89,0.00%,1,116.38%,52,74.49%,16,77.01%,47
8271,86.87%,19,-290.94%,178,17.90%,3,86.69%,50,48.06%,15,54.80%,43
8341,173.64%,20,724.42%,264,364.93%,62,136.83%,47,61.31%,15,25.69%,43
8367,38.62%,15,-37.11%,28,0.00%,0,36.24%,26,10.43%,5,29.70%,25
8374,104.03%,23,148.22%,112,0.00%,0,58.88%,47,42.04%,17,15.65%,44
8404,97.92%,23,-104.54%,187,-1.13%,1,103.22%,47,-6.81%,16,-41.88%,33
8411,-214.39%,42,-353.38%,93,-38.36%,7,26.58%,48,-74.10%,16,-99.27%,31
8422,-2.33%,30,0.79%,92,-4.40%,15,19.76%,49,9.85%,14,12.03%,35
8427,71.35%,42,-44.29%,10,0.00%,0,52.26%,46,-11.13%,13,-38.55%,38
8429,-163.64%,34,-410.55%,103,0.00%,0,15.57%,47,-38.20%,16,-81.55%,42
8442,10.87%,48,6.08%,30,0.00%,0,44.52%,49,-29.77%,15,66.72%,44
8443,-66.30%,32,-84.28%,30,0.00%,0,-6.00%,47,-33.66%,17,2.37%,39
8454,-43.57%,26,1636.76%,394,430.55%,23,127.38%,49,7.47%,10,30.42%,39
8462,-41.29%,10,616.08%,78,-24.56%,5,-21.69%,20,-20.77%,3,21.32%,16
8463,178.10%,23,89.90%,90,-33.67%,4,151.60%,45,82.65%,17,94.56%,43
8464,203.09%,34,-514.16%,174,-1004.10%,135,87.28%,48,32.94%,16,29.54%,43
8466,-209.29%,27,-896.56%,110,-168.59%,13,1.98%,49,-46.72%,12,5.70%,42
8467,83.24%,20,-134.64%,17,0.00%,0,91.74%,46,-2.40%,14,49.39%,42
8473,-99.77%,21,-119.86%,157,29.72%,3,20.46%,54,-23.49%,12,24.09%,46
8478,-42.66%,26,-437.11%,65,-325.58%,8,24.03%,38,-50.28%,7,-6.04%,35
8480,49.85%,28,510.89%,299,-29.41%,4,76.39%,47,29.49%,19,13.97%,43
8481,47.26%,19,-120.01%,42,0.00%,0,58.93%,53,6.97%,15,22.38%,45
8482,9.00%,13,1306.54%,166,18.30%,7,38.46%,23,-0.71%,8,-9.18%,19
8488,-106.10%,47,-199.49%,9,0.00%,0,11.20%,49,-90.96%,15,-74.77%,42
8497,47.48%,10,-122.45%,31,0.00%,0,86.72%,30,33.89%,13,9.38%,24
8499,76.44%,20,-8.98%,56,29.56%,11,82.01%,32,-54.23%,6,70.28%,41
8926,57.90%,14,-173.96%,225,23.77%,22,70.45%,49,30.96%,15,43.46%,46
8940,-44.57%,36,51.85%,15,0.00%,0,-9.98%,59,-24.39%,18,-1.39%,45
8996,174.41%,19,436.35%,127,-175.80%,14,157.96%,47,16.56%,14,68.86%,47
9802,-138.06%,23,1562.92%,191,-45.12%,96,84.72%,49,8.11%,15,-1.57%,39
9902,-7.11%,33,63.34%,47,0.00%,0,54.35%,49,-5.41%,12,1.18%,50
9904,-7.42%,31,-308.61%,146,-51.28%,123,31.96%,50,2.58%,16,2.13%,43
9905,4.33%,19,-54.23%,164,0.00%,0,30.13%,44,3.39%,18,18.74%,42
9906,156.61%,30,451.18%,58,0.00%,0,125.04%,47,36.32%,14,39.71%,43
9907,-106.19%,33,-580.88%,179,-12.42%,2,26.05%,47,-29.60%,13,-47.59%,36
9908,34.58%,12,53.54%,114,0.00%,0,29.94%,50,12.57%,13,11.65%,39
9910,14.13%,28,169.32%,195,-162.67%,92,55.83%,48,0.61%,12,56.44%,48
9911,67.99%,13,-140.74%,212,7.20%,2,93.39%,50,5.21%,14,43.35%,46
9912,53.66%,38,-50.50%,16,0.00%,0,67.97%,42,50.77%,14,8.38%,44
9914,79.47%,29,-146.12%,134,439.63%,115,129.12%,43,19.55%,16,2.41%,39
9917,43.02%,24,5.95%,123,-279.95%,36,16.18%,48,14.39%,20,13.42%,50
9918,39.40%,15,-9.20%,12,0.00%,0,10.99%,50,15.05%,14,38.15%,41
9919,36.64%,28,-172.86%,108,0.00%,0,49.76%,50,19.34%,16,115.09%,39
9921,39.38%,25,-490.98%,140,1146.50%,58,58.26%,45,-18.87%,15,108.34%,43
9924,31.72%,31,-142.52%,110,-24.98%,6,42.64%,54,-9.15%,17,11.81%,43
9925,-6.29%,30,-74.07%,158,0.00%,0,12.77%,56,4.00%,15,10.64%,46
9926,23.16%,15,-60.04%,24,0.00%,0,21.76%,51,13.37%,16,28.53%,45
9927,-29.76%,21,-34.08%,88,1.19%,2,19.69%,49,5.08%,18,33.33%,44
9928,7.78%,22,0.00%,0,0.00%,0,9.55%,42,-37.00%,18,40.93%,47
9929,21.13%,26,-10.46%,14,0.00%,0,44.43%,50,-17.93%,16,78.61%,54
9930,-44.72%,28,-158.59%,128,0.00%,0,19.35%,46,-29.55%,17,-5.38%,44
9931,37.44%,10,-15.56%,14,0.00%,0,17.83%,42,20.04%,17,33.42%,41
9933,-133.80%,26,-100.82%,100,-157.20%,37,51.77%,46,-18.00%,13,-24.52%,45
9934,10.74%,22,515.17%,175,-94.19%,10,62.42%,45,-8.83%,16,0.13%,47
9935,-212.58%,28,-93.40%,83,0.00%,0,197.52%,50,59.43%,14,41.32%,44
9937,28.06%,16,188.81%,149,0.00%,0,19.50%,56,7.78%,15,13.79%,53
9938,10.33%,16,92.21%,125,-46.39%,85,145.76%,46,-28.71%,17,-82.59%,42
9939,59.14%,23,-52.48%,232,34.93%,19,56.00%,45,18.32%,16,3.67%,43
9940,-149.00%,26,-45.09%,233,-13.34%,3,66.16%,49,-9.68%,17,6.63%,46
9941,-78.94%,21,133.93%,189,144.36%,38,92.78%,49,6.03%,14,48.51%,37
9942,1.02%,24,60.97%,59,-1.59%,11,28.32%,48,-7.70%,17,6.02%,49
9943,48.44%,19,-454.17%,175,6.68%,2,44.12%,51,17.24%,14,32.64%,42
9944,111.69%,38,299.55%,29,0.00%,0,75.04%,48,-1.84%,17,44.12%,37
9945,164.90%,23,1169.67%,194,-16.00%,11,101.70%,46,29.84%,14,6.17%,40
9946,74.06%,22,363.40%,112,0.00%,0,129.82%,45,-9.78%,15,71.04%,42
9955,158.12%,25,68.66%,63,0.00%,0,124.85%,47,44.36%,17,-22.83%,36
9958,215.04%,31,420.11%,74,96.85%,24,330.80%,42,167.35%,15,103.21%,38
,48.03%,24,68.70%,124,30.20%,23,86.14%,46,10.57%,15,29.36%,42
